"Ид","Название","Город","Место","Рейтинг","ТРК по БС"
"69423","Unity","Одесса","3350","141","0"
"66260","Пластмассовый мир","Ташкент","3351","140","0"
"62408","Всего доброго!","Серпухов","3353","139","95"
"68274","Подземляне","Ноябрьск","3354","139","0"
"72205","Все капитаны","Стокгольм","3352","139","170"
"69904","В самбе только девушки","Харьков","3356","138","0"
"70023","3+1","Санкт-Петербург","3355","138","0"
"70349","Умнее обезьяны","Петрозаводск","3357","138","0"
"68245","Команда с паранормальными Евгениями","Брест","3358","137","0"
"73745","Обрубки","Могилёв","3361","137","157"
"75304","Необученный перцептрон","Москва","3360","137","173"
"75312","Не Друзь, не Бурда","Рязань","3359","137","149"
"55913","Зназанепис","Зеленоград","3363","136","0"
"59565","Думай выше","Выборг","3362","136","150"
"62850","Почему бы и да","Женева","3365","136","0"
"65090","Лисы Арктики","Южно-Сахалинск","3364","136","0"
"74096","Четвёртый из двух","Сиэтл","3366","136","151"
"60213","Тимур","Якутск","3371","135","199"
"68243","Поступление и наказание","Тюмень","3370","135","187"
"68876","Хая-бон-Хай","Санкт-Петербург","3372","135","154"
"70129","Монгольский папа","Краснодар","3368","135","0"
"72924","Шестой Элемент","Москва","3373","135","154"
"73710","Общество без ответственности","Иваново","3369","135","203"
"74563","Uma2rman","Атырау","9999","135","169"
"75110","Высшая школа","Нижний Новгород","3367","135","184"
"63605","Пациенты кардиолога","Тюмень","3376","134","178"
"67854","Shikaka","Петрозаводск","3374","134","145"
"70671","Аджига","Находка","3375","134","0"
"74085","Вспомнить всё","Саратов","9999","134","167"
"70744","Елизавета Сластина","Владивосток","3377","133","0"
"75286","Когда Давид","Сухум","3378","133","176"
"70845","239 - 1","Санкт-Петербург","3379","132","0"
"73718","Массовка","Волгоград","3380","132","243"
"72386","Лимб","Пермь","3381","131","149"
"68620","Гумрята","Архангельск","3383","130","167"
"70446","Белоснежка","Цюрих","3382","130","0"
"50409","Диванные войска","Москва","3384","129","0"
"66708","Нормалин","Ташкент","3385","129","179"
"68124","Тупо чилим","Москва","3386","129","0"
"68716","Ураган знаний","Евпатория","3387","129","0"
"66588","Понты Пилата","Владивосток","3388","128","180"
"53058","Пролётный клистрон","Санкт-Петербург","3391","127","165"
"62960","Рома, хозяин парома","Гомель","3393","127","113"
"64516","Маленький запретный плот","Гданьск","3390","127","0"
"67237","Республика ШКИД","Киев","3392","127","0"
"70826","Есть версия","Витебск","3389","127","164"
"59986","Продам гараж","Ставрополь","9999","126","157"
"65838","Дракон","Кишинёв","3395","126","161"
"71023","Прескевю","Харьков","3396","126","0"
"71301","А-смысл","Борисов","3394","126","0"
"62445","Мотив","Екатеринбург","3400","125","0"
"68930","Томос Шахида","Ивано-Франковск","3402","125","0"
"70590","FF","Иркутск","3397","125","126"
"72622","Котлеты на Кубе","Минск","3399","125","421"
"73740","Бешеные белки","Нижний Новгород","3398","125","280"
"74332","Мяуоны делом жалят","Москва","3401","125","167"
"66265","Пенал УИ","Апатиты","3403","124","0"
"73569","Почему победа на вкус как томаты ","Тюмень","3404","124","166"
"63862","МЕТ","Житомир","3405","123","107"
"66495","Фертинги","Уфа","3407","123","0"
"63510","Чики-Брики","Смоленск","3408","122","132"
"54481","Подпись деда","Орёл","3411","121","142"
"62521","Овощи","Архангельск","3410","121","0"
"67552","Индеклузмос","Архангельск","3409","121","0"
"72928","Телефонная незабудка","Москва","3412","121","122"
"66501","Госплодопитомник","Москва","3413","120","0"
"75815","Молодёжка","Кандалакша","3414","120","73"
"75350","Ю","Минск","3415","119","150"
"35060","ОК","Хайфа","3418","118","0"
"58167","ХХВ","Мурманск","3419","118","0"
"66401","Масонская ложечка","Иркутск","3417","118","18"
"69152","Безупречная репутация","Минск","3416","118","0"
"46308","Агенты Тео","Сухум","3420","117","107"
"64162","Юнги мамы","Березники","3422","117","0"
"71858","Прометей","Кинешма","3421","117","0"
"65250","Natus Vincere","Ереван","3423","116","0"
"66262","Поля Чудес","Апатиты","3426","116","0"
"67444","Олды здесь","Астрахань","3425","116","0"
"71498","Сороковой квадрат","Караганда","9999","116","145"
"73567","В вопросе есть замена","Тюмень","3424","116","171"
"60068","Шесть Нулей","Красноярск","3435","115","137"
"65913","Египетская сила","Будапешт","3430","115","0"
"66594","Хава Нагила","Якутск","3434","115","138"
"68914","Гусь Горыныч","Самара","3429","115","176"
"69095","Белые Ночи","Сан-Диего","3427","115","131"
"72908","Где Першко?","Саранск","3428","115","140"
"74726","Превентивный удар Павла Акацевича","Санкт-Петербург","3433","115","180"
